item,adjective,form
q_24795,big-mouthed,B
q_24796,reactionary,B
q_24797,uncreative,B
q_24798,knavish,B
q_24799,god-fearing,B
q_24800,slender,B
q_24801,unvarying,B
q_24802,devious,B
q_24803,self-conscious,B
q_24804,intransigent,B
q_24805,amusing,B
q_24806,unselfish,B
q_24807,boyish,B
q_24808,theoretical,B
q_24809,heartbroken,B
q_24810,invariable,B
q_24811,overbrave,B
q_24812,contemptuous,B
q_24813,sexy,B
q_24814,impulsive,B
q_24815,loving,B
q_24816,athletic,B
q_24817,dirty,B
q_24818,unconstrainable,B
q_24819,hypersensitive,B
q_24820,dubious,B
q_24821,stuck-up,B
q_24822,disrespectful,B
q_24823,excellent,B
q_24825,overkind,B
q_24826,maniacal,B
q_24827,enthusiastic,B
q_24828,busyish,B
q_24829,alone,B
q_24830,high-handed,B
q_24831,unrefined,B
q_24832,overslow,B
q_24833,exhaustible,B
q_24834,unhelpful,B
q_24835,amorous,B
q_24836,salty,B
q_24837,aphoristic,B
q_24838,coercing,B
q_24839,nagging,B
q_24840,exceptional,B
q_24841,malevolent,B
q_24842,predatory,B
q_24843,odd,B
q_24844,undignified,B
q_24845,incurious,B
q_24846,leadable,B
q_24847,weird,B
q_24848,effusive,B
q_24849,charitable,B
q_24850,headstrong,B
q_24851,understandable,B
q_24852,humorous,B
q_24853,threatening,B
q_24854,fraudulent,B
q_24855,lily-livered,B
q_24856,dainty,B
q_24857,refreshing,B
q_24858,soft-hearted,B
q_24859,capable,B
q_24860,high-strung,B
q_24861,clingy,B
q_24862,ideological,B
q_24863,unselfconscious,B
q_24864,discriminative,B
q_24865,manipulative,B
q_24866,tidy,B
q_24867,humane,B
q_24868,stinging,B
q_24869,injudicious,B
q_24870,brutish,B
q_24871,bored,B
q_24872,curmudgeonly,B
q_24873,self-interested,B
q_24874,burned-out,B
q_24875,salacious,B
q_24876,overmerry,B
q_24877,selective,B
q_24878,conceited,B
q_24879,perky,B
q_24880,fancy-free,B
q_24881,unclear,B
q_24882,righteous,B
q_24883,fussy,B
q_24884,loud,B
q_24885,emergent,B
q_24886,great,B
q_24887,overcharitable,B
q_24888,crazed,B
q_24889,underhanded,B
q_24890,uncertain,B
q_24891,middle-class,B
q_24892,literary,B
q_24893,senile,B
q_24894,evil,B
q_24895,spirited,B
q_24896,scared,B
q_24897,yammering,B
q_24898,rough,B
q_24899,capricious,B
q_24900,usurping,B
q_24901,petty,B
q_24902,prayerful,B
q_24903,hectic,B
q_24904,oleaginous,B
q_24905,aloof,B
q_24906,rough-and-ready,B
q_24907,inefficient,B
q_24908,prideful,B
q_24909,humiliating,B
q_24910,unskeptical,B
q_24911,pigheaded,B
q_24912,modern,B
q_24913,disdainful,B
q_24914,expectant,B
q_24915,unauthoritative,B
q_24916,abstemious,B
q_24917,unpersuadable,B
q_24918,leering,B
q_24919,fervent,B
q_24920,obtrusive,B
q_24921,leisureless,B
q_24922,authoritative,B
q_24923,clairvoyant,B
q_24924,durable,B
q_24925,wry,B
q_24926,impudent,B
q_24927,scientific,B
q_24928,flighty,B
q_24929,valorous,B
q_24930,brutal,B
q_24931,nonvolatile,B
q_24932,refined,B
q_24933,undefeatable,B
q_24934,brilliant,B
q_24935,hoggish,B
q_24936,mawkish,B
q_24937,digressive,B
q_24938,tyrannical,B
q_24939,patronizing,B
q_24940,insensitive,B
q_24941,keen,B
q_24942,dogged,B
q_24943,mischievous,B
q_24944,unmoralizing,B
q_24945,forbearing,B
q_24946,contrary,B
q_24947,dedicated,B
q_24948,giggly,B
q_24949,physical,B
q_24950,untrustworthy,B
q_24951,lukewarm,B
q_24952,self-defensive,B
q_24953,unmirthful,B
q_24954,unscrupulous,B
q_24955,cheery,B
q_24956,rustic,B
q_24957,long-winded,B
q_24958,world-weary,B
q_24959,unvacillating,B
q_24960,sleazy,B
q_24961,shaky,B
q_24962,sneaky,B
q_24963,strait-laced,B
q_24964,inexcitable,B
q_24965,demure,B
q_24966,arbitrary,B
q_24967,hard-hearted,B
q_24968,matchmaking,B
q_24969,gifted,B
q_24970,untidy,B
q_24971,religious,B
q_24972,unpretending,B
q_24973,bellicose,B
q_24974,cynical,B
q_24975,flippant,B
q_24976,articulate,B
q_24977,outstanding,B
q_24978,methodical,B
q_24979,blasé,B
q_24980,sweet,B
q_24981,valuable,B
q_24982,hardened,B
q_24983,cryptic,B
q_24984,perverted,B
q_24985,oversevere,B
q_24986,sexless,B
q_24987,curious,B
q_24988,difficult,B
q_24989,unfeigning,B
q_24990,quarrelsome,B
q_24991,competent,B
q_24992,admonitory,B
q_24993,disinterested,B
q_24994,acquiescent,B
q_24995,ritualistic,B
q_24996,friendly,B
q_24997,cantankerous,B
q_24998,old,B
q_24999,invalidating,B
q_25000,free,B
q_25001,resourceful,B
q_25002,formal,B
q_25003,coarse,B
q_25004,expressive,B
q_25005,ruthless,B
q_25006,sententious,B
q_25007,disapproving,B
q_25008,unhealthy,B
q_25009,unlively,B
q_25010,indiscreet,B
q_25011,scheming,B
q_25012,gourmet,B
q_25013,perspicacious,B
q_25014,fishy,B
q_25015,dressy,B
q_25016,cultivated,B
q_25017,traditional,B
q_25018,feelingful,B
q_25019,harebrained,B
q_25020,consoling,B
q_25021,overdiligent,B
q_25022,skeptical,B
q_25023,unsmiling,B
q_25024,serpentine,B
q_25025,unaccommodating,B
q_25026,quibbling,B
q_25027,oversensitive,B
q_25028,unbigoted,B
q_25029,cold,B
q_25030,unperceptive,B
q_25031,cheerful,B
q_25032,unfearing,B
q_25033,thickheaded,B
q_25034,unvocal,B
q_25035,emotionless,B
q_25036,unaffable,B
q_25037,seething,B
q_25038,weariless,B
q_25039,ministerial,B
q_25040,homeless,B
q_25041,jolly,B
q_25042,sharp-tongued,B
q_25043,bullying,B
q_25044,lowbrow,B
q_25045,inquiring,B
q_25046,worshipful,B
q_25047,vituperative,B
q_25048,unstudious,B
q_25049,tactful,B
q_25050,unpredictable,B
q_25051,unmalicious,B
q_25052,insuppressible,B
q_25053,perspectiveless,B
q_25054,meticulous,B
q_25055,inirritable,B
q_25056,idle,B
q_25057,understanding,B
q_25058,overlusty,B
q_25059,receiving,B
q_25060,nimble-witted,B
q_25061,self-disparaging,B
q_25062,rambunctious,B
q_25063,frustrated,B
q_25064,irritated,B
q_25065,hardy,B
q_25066,nonegotistical,B
q_25067,unteachable,B
q_25068,foolish,B
q_25069,planless,B
q_25070,ultrasensual,B
q_25071,giving,B
q_25072,adorable,B
q_25073,docile,B
q_25074,strong,B
q_25075,impolite,B
q_25076,other-worldly,B
q_25077,overbold,B
q_25078,tasteful,B
q_25079,overrigorous,B
q_25080,monotonous,B
q_25081,fidgety,B
q_25082,paranoid,B
q_25083,deliberate,B
q_25084,droll,B
q_25085,tactical,B
q_25086,privileged,B
q_25087,heavy-handed,B
q_25088,flexible,B
q_25089,invidious,B
q_25090,sickly,B
q_25091,chaste,B
q_25092,careworn,B
q_25093,surprising,B
q_25094,moderate,B
q_25095,unwitty,B
q_25096,brusque,B
q_25097,persecutive,B
q_25098,unconfiding,B
q_25099,shallow,B
q_25100,truthless,B
q_25101,overspeedy,B
q_25102,theatrical,B
q_25103,comfortable,B
q_25104,stern,B
q_25105,soft-shelled,B
q_25106,uncomplaining,B
q_25107,exclusive,B
q_25108,resolved,B
q_25109,tremulous,B
q_25110,oversubtle,B
q_25111,undeceptive,B
q_25112,unoriginal,B
q_25113,relentless,B
q_25114,inconsistent,B
q_25115,matriarchal,B
q_25116,equitable,B
q_25117,familiar,B
q_25118,broad-spoken,B
q_25119,desultory,B
q_25120,unpersuasive,B
q_25121,unlucky,B
q_25122,unboastful,B
q_25123,vulgar,B
q_25124,egocentric,B
q_25125,protective,B
q_25126,noticeable,B
q_25127,temperate,B
q_25128,compassionate,B
q_25129,folksy,B
q_25130,trusting,B
q_25131,informal,B
q_25132,coy,B
q_25133,mendacious,B
q_25134,provincial,B
q_25135,jeering,B
q_25136,slipshod,B
q_25137,popular,B
q_25138,plain-dealing,B
q_25139,harassing,B
q_25140,ungrudging,B
q_25141,intimate,B
q_25142,iron-hearted,B
q_25143,believable,B
q_25144,judicious,B
q_25145,incoercible,B
q_25146,weak-minded,B
q_25147,undevout,B
q_25148,loudmouthed,B
q_25149,mad,B
q_25150,nonchalant,B
q_25151,classy,B
q_25152,responsible,B
q_25153,ungainly,B
q_25154,hot-blooded,B
q_25155,famous,B
q_25156,colorful,B
q_25157,overcareful,B
q_25158,sarcastic,B
q_25159,uncrafty,B
q_25160,spontaneous,B
q_25161,breathless,B
q_25162,prosperous,B
q_25163,obnoxious,B
q_25164,nonvocal,B
q_25165,sick,B
q_25166,cooperative,B
q_25167,unswayable,B
q_25168,overtolerant,B
q_25169,unamusable,B
q_25170,resolute,B
q_25171,experiential,B
q_25172,self-important,B
q_25173,cheerless,B
q_25174,crazy,B
q_25175,firm,B
q_25176,praising,B
q_25177,reverent,B
q_25178,unrestrainable,B
q_25179,delicate,B
q_25180,regular,B
q_25181,overgreedy,B
q_25182,impolitic,B
q_25183,peppy,B
q_25184,benign,B
q_25185,languid,B
q_25186,effective,B
q_25187,grave,B
q_25188,gutsy,B
q_25189,competitory,B
q_25190,empathic,B
q_25191,run-down,B
q_25192,affected,B
q_25193,hypersensual,B
q_25194,unpunctual,B
q_25195,dark,B
q_25196,lawless,B
q_25197,utilitarian,B
q_25198,inquisitorial,B
q_25199,monkish,B
q_25200,muddle-headed,B
q_25201,opportunistic,B
q_25202,unwholesome,B
q_25203,argumentative,B
q_25204,gushy,B
q_25205,lyrical,B
q_25206,thinking,B
q_25207,laconic,B
q_25208,unexplosive,B
q_25209,unprincipled,B
q_25210,organized,B
q_25211,restrained,B
q_25212,splenetic,B
q_25213,devil-may-care,B
q_25214,obeying,B
q_25215,halfhearted,B
q_25216,stealthy,B
q_25217,ironical,B
q_25218,eloquent,B
q_25219,unheedful,B
q_25220,inelegant,B
q_25221,lascivious,B
q_25222,slow-witted,B
q_25223,accepting,B
q_25224,rigid,B
q_25225,kindly,B
q_25226,healthy,B
q_25227,helpful,B
q_25228,uncheery,B
q_25229,masochistic,B
q_25230,just,B
q_25231,unkind,B
q_25232,willing,B
q_25233,hysterical,B
q_25234,spiritless,B
q_25235,nasty,B
q_25236,intemperate,B
q_25237,uncontradictable,B
q_25238,quick,B
q_25239,peacemaking,B
q_25240,negativistic,B
q_25241,rhythmic,B
q_25242,uninquisitive,B
q_25243,impassioned,B
q_25244,unmelancholy,B
q_25245,ornery,B
q_25246,impressible,B
q_25247,oversolicitous,B
q_25248,trenchant,B
q_25249,orthodox,B
q_25250,seditious,B
q_25251,uncooperative,B
q_25252,disparaging,B
q_25253,bearish,B
q_25254,important,B
q_25255,impaired,B
q_25256,minimizing,B
q_25257,ethereal,B
q_25258,ill-natured,B
q_25259,clinging,B
q_25260,big-headed,B
q_25261,peppery,B
q_25262,undeviating,B
q_25263,self-deluding,B
q_25264,unyielding,B
q_25265,liberated,B
q_25266,wild,B
q_25267,unanimated,B
q_25268,questioning,B
q_25269,munificent,B
q_25270,tireless,B
q_25271,insincere,B
q_25272,self-critical,B
q_25273,verbose,B
q_25274,brazen,B
q_25275,suggestible,B
q_25276,gloating,B
q_25277,overpassionate,B
q_25278,indolent,B
q_25279,uninvestigative,B
q_25280,ill-willed,B
q_25282,unethical,B
q_25283,shameless,B
q_25284,neglecting,B
q_25285,shrieking,B
q_25286,rich,B
q_25287,canny,B
q_25288,placid,B
q_25289,live,B
q_25290,contented,B
q_25291,trim,B
q_25292,unalterable,B
q_25293,cultured,B
q_25294,philandering,B
q_25295,tenderminded,B
q_25296,crotchety,B
q_25297,punctilious,B
q_25298,civil,B
q_25299,unladylike,B
q_25300,rapacious,B
q_25301,annoying,B
q_25302,acceptant,B
q_25303,submissive,B
q_25304,gutless,B
q_25305,academic,B
q_25306,masculine,B
q_25307,influential,B
q_25308,unneighborly,B
q_25309,plodding,B
q_25310,unwilling,B
q_25311,unswerving,B
q_25312,emasculated,B
q_25313,slovenly,B
q_25314,envious,B
q_25315,embittered,B
q_25316,inconfident,B
q_25317,self-righteous,B
q_25318,fearful,B
q_25319,unintrospective,B
q_25320,hidebound,B
q_25321,mild,B
q_25322,lucid,B
q_25323,nervous,B
q_25324,moralizing,B
q_25325,angry,B
q_25326,tenacious,B
q_25327,feeble-minded,B
q_25328,ominous,B
q_25329,exhibitionistic,B
q_25330,self-sufficient,B
q_25331,unadventurous,B
q_25332,brave,B
q_25333,jaded,B
q_25334,unvoluptuous,B
q_25335,unpeaceable,B
q_25336,unassertive,B
q_25337,inane,B
q_25338,uncareful,B
q_25339,disgusting,B
q_25340,snobbish,B
q_25341,optimistic,B
q_25342,foxy,B
q_25343,boorish,B
q_25344,ultrademocratic,B
q_25345,pedantic,B
q_25346,empirical,B
q_25347,faithful,B
q_25348,experimenting,B
q_25349,circumspect,B
q_25350,delinquent,B
q_25351,uncharitable,B
q_25352,maudlin,B
q_25353,rivalrous,B
q_25354,remorseful,B
q_25355,contradictious,B
q_25356,mundane,B
q_25357,encumbered,B
q_25358,overrelaxed,B
q_25359,browbeating,B
q_25360,self-regulating,B
q_25361,plucky,B
q_25362,disheveled,B
q_25363,wide-awake,B
q_25364,sketchy,B
q_25365,parsimonious,B
q_25366,complacent,B
q_25367,skittish,B
q_25368,vegetative,B
q_25369,eagle-eyed,B
q_25370,thankless,B
q_25371,militaristic,B
q_25372,lovable,B
q_25373,abusive,B
q_25374,divertible,B
q_25375,stuffy,B
q_25376,morose,B
q_25377,mistrustful,B
q_25378,lonely,B
q_25379,ascendant,B
q_25380,self-deprecating,B
q_25381,communicative,B
q_25382,speedy,B
q_25383,overcurious,B
q_25384,unloving,B
q_25385,judgmental,B
q_25386,cutthroat,B
q_25387,brawlsome,B
q_25388,pioneering,B
q_25389,crafty,B
q_25390,incorrigible,B
q_25391,sorry,B
q_25392,guilty,B
q_25393,matter-of-fact,B
q_25394,inconvincible,B
q_25395,unliterary,B
q_25396,torpid,B
q_25397,self-controlled,B
q_25398,unsuspicious,B
q_25400,showy,B
q_25401,chic,B
q_25402,laid-back,B
q_25403,unadaptable,B
q_25404,remorseless,B
q_25405,unlearned,B
q_25406,mysterious,B
q_25407,tacky,B
q_25408,arrogant,B
q_25409,penny-wise,B
q_25410,inaccessible,B
q_25411,jazzy,B
q_25412,inquisitive,B
q_25413,regal,B
q_25414,unaiding,B
q_25415,calming,B
q_25416,ungentlemanly,B
q_25417,nonreligious,B
q_25418,commandeering,B
q_25419,imitative,B
q_25420,romantic,B
q_25421,sensual,B
q_25422,unemphatic,B
q_25423,open-minded,B
q_25424,faltering,B
q_25425,steadfast,B
q_25426,persevering,B
q_25427,unresponsive,B
q_25428,sensation-seeking,B
q_25429,unceremonious,B
q_25430,brotherly,B
q_25431,pious,B
q_25432,magnetic,B
q_25433,slapdash,B
q_25434,demeaning,B
q_25435,peevish,B
q_25436,complex,B
q_25437,dissatisfied,B
q_25438,brisk,B
q_25439,fluid,B
q_25440,statistical,B
q_25441,demonstrative,B
q_25442,attention-seeking,B
q_25443,astute,B
q_25444,assiduous,B
q_25445,stormy,B
q_25446,weak,B
q_25447,steely,B
q_25448,witty,B
q_25449,companionable,B
q_25450,vicious,B
q_25451,unkempt,B
q_25452,discouraged,B
q_25453,resigned,B
q_25454,overhasty,B
q_25455,mystical,B
q_25456,improper,B
q_25457,overzealous,B
q_25458,sassy,B
q_25459,withdrawn,B
q_25460,pretenseful,B
q_25461,bullish,B
q_25462,persistent,B
q_25463,ungenteel,B
q_25464,nonpersistent,B
q_25465,explicit,B
q_25466,rushed,B
q_25467,mannerly,B
q_25468,illogical,B
q_25469,frigid,B
q_25470,intricate,B
q_25471,unconciliatory,B
q_25472,prejudiced,B
q_25473,unreasoning,B
q_25474,overfearful,B
q_25475,overtalkative,B
q_25476,pretentious,B
q_25477,nonconforming,B
q_25478,analytical,B
q_25479,bewildered,B
q_25480,insightful,B
q_25481,accurate,B
q_25482,self-denying,B
q_25483,involved,B
q_25484,naughty,B
q_25485,rancorous,B
q_25486,sensitive,B
q_25487,wishful,B
q_25488,unobservant,B
q_25489,ambivalent,B
q_25490,sour,B
q_25491,open,B
q_25492,beautiful,B
q_25493,footloose,B
q_25494,introverted,B
q_25495,clear-eyed,B
q_25496,fair,B
q_25497,nosy,B
q_25498,affirmative,B
q_25499,effervescent,B
q_25500,little,B
q_25501,gruff,B
q_25502,unhardy,B
q_25503,stentorian,B
q_25504,retortive,B
q_25505,uneducated,B
q_25506,dour,B
q_25507,unpatriotic,B
q_25508,antisocial,B
q_25509,sniveling,B
q_25510,bullheaded,B
q_25511,frenetic,B
q_25512,empowering,B
q_25513,certain,B
q_25514,enterprising,B
q_25515,uncompassionate,B
q_25516,carefree,B
q_25517,irrational,B
q_25518,overcritical,B
q_25519,appeasing,B
q_25520,insinuating,B
q_25521,churlish,B
q_25522,tiny,B
q_25523,salubrious,B
q_25524,mendicant,B
q_25525,recalcitrant,B
q_25526,fastidious,B
q_25527,patriarchal,B
q_25528,neurotic,B
q_25529,depressed,B
q_25530,despondent,B
q_25531,undespondent,B
q_25532,retiring,B
q_25533,young,B
q_25534,unaffected,B
q_25535,sanctimonious,B
q_25536,cocksure,B
q_25537,apprehensive,B
q_25538,unchaste,B
q_25539,rigorous,B
q_25540,obsessive,B
q_25541,cursed,B
q_25542,ultraconservative,B
q_25543,unsparkling,B
q_25544,dull-witted,B
q_25545,unresting,B
q_25546,sardonic,B
q_25547,zealous,B
q_25548,vulnerable,B
q_25549,earnest,B
q_25550,unspontaneous,B
q_25551,racy,B
q_25552,unaggressive,B
q_25553,unconformable,B
q_25554,sputtering,B
q_25555,testy,B
q_25556,graceless,B
q_25557,unshrinking,B
q_25558,persuasive,B
q_25559,indefinite,B
q_25560,incorrupt,B
q_25561,kind,B
q_25562,unenvious,B
q_25563,sleek,B
q_25564,bright,B
q_25565,yappy,B
q_25566,undeliberate,B
q_25567,ferocious,B
q_25568,passionless,B
q_25569,frightening,B
q_25570,sluggish,B
q_25571,heartsick,B
q_25572,maternal,B
q_25573,patriotic,B
q_25574,forgiving,B
q_25575,uncheerful,B
q_25576,overeager,B
q_25577,superficial,B
q_25578,hasty,B
q_25579,unsuspecting,B
q_25580,sturdy,B
q_25581,irresolute,B
q_25582,bright-eyed,B
q_25583,prurient,B
q_25584,disagreeable,B
q_25585,unreasonable,B
q_25586,old-fashioned,B
q_25587,grudging,B
q_25588,unextraverted,B
q_25589,literate,B
q_25590,thick-witted,B
q_25591,silent,B
q_25592,unmovable,B
q_25593,overconfident,B
q_25594,double-faced,B
q_25595,deferential,B
q_25596,posed,B
q_25597,substantive,B
q_25598,useful,B
q_25599,overharsh,B
q_25600,apologetic,B
q_25601,unenthusiastic,B
q_25602,meditative,B
q_25603,misleadable,B
q_25604,pesky,B
q_25605,cool-headed,B
q_25606,mercenary,B
q_25607,rueful,B
q_25608,unconventional,B
q_25609,cerebral,B
q_25610,grabby,B
q_25611,self-satisfied,B
q_25612,skinny,B
q_25613,unrevengeful,B
q_25614,uncritical,B
q_25615,shortsighted,B
q_25616,ungentle,B
q_25617,mothering,B
q_25618,bleak,B
q_25619,unconcealing,B
q_25620,able,B
q_25621,pedagogical,B
q_25622,definite,B
q_25623,ordinary,B
q_25624,ambitious,B
q_25625,ultracritical,B
q_25626,upset,B
q_25627,unbelievable,B
q_25628,enigmatic,B
q_25629,benevolent,B
q_25630,credulous,B
q_25631,mean-spirited,B
q_25632,imposing,B
q_25633,inarticulate,B
q_25634,courageous,B
q_25635,lugubrious,B
q_25636,lustless,B
q_25637,sleepy,B
q_25638,strict,B
q_25652,close-fisted,C
q_25640,close-mouthed,C
q_25653,close-mouthed,D
q_25641,closed-minded,C
q_25654,closed-minded,D
q_25642,hard-shelled,C
q_25655,hard-shelled,D
q_25643,hardheaded,C
q_25656,hardheaded,D
q_25644,saturnine,C
q_25657,saturnine,D
q_25645,smooth,C
q_25658,smooth,D
q_25646,unbashful,C
q_25659,unbashful,D
q_25647,uncomfortable,C
q_25660,uncomfortable,D
q_25648,unphilosophical,C
q_25661,unphilosophical,D
q_25649,unrude,C
q_25662,unrude,D
q_25650,unwillful,C
q_25663,unwillful,D
q_25651,warmthless,C
q_25664,warmthless,D
